gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
657166459	7a25f7aa-03fb-4322-aaeb-66719e1a9527	ea3e97f6-dce1-4422-9247-72c121a7a153	Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Leucocarbo	Leucocarbo bougainvillii		SPECIES	Phalacrocorax bougainvillii (Lesson, 1837)	Phalacrocorax bougainvilli		PE		Piura dept	PRESENT		493fe050-055d-11d8-b84f-b8a03c50a862									1970-04-20	20	4	1970	2481884	6066498	PRESERVED_SPECIMEN	LACM	Birds	109898	574			CC0_1_0		CAMPBELL, K E		Native	2024-03-22T16:07:17.169Z		TAXON_MATCH_FUZZY
657166457	7a25f7aa-03fb-4322-aaeb-66719e1a9527	84d3c7e4-dc3c-4171-817f-943b2294b099	Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Leucocarbo	Leucocarbo bougainvillii		SPECIES	Phalacrocorax bougainvillii (Lesson, 1837)	Phalacrocorax bougainvilli		PE		Piura dept	PRESENT		493fe050-055d-11d8-b84f-b8a03c50a862									1970-04-20	20	4	1970	2481884	6066498	PRESERVED_SPECIMEN	LACM	Birds	109896	564			CC0_1_0		CAMPBELL, K E		Native	2024-03-22T16:07:17.890Z		TAXON_MATCH_FUZZY
657141178	7a25f7aa-03fb-4322-aaeb-66719e1a9527	94deee9a-9925-43eb-8c4a-c0560ceb7e83	Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Leucocarbo	Leucocarbo bougainvillii		SPECIES	Phalacrocorax bougainvillii (Lesson, 1837)	Phalacrocorax bougainvillii		PE		Ica dept	PRESENT		493fe050-055d-11d8-b84f-b8a03c50a862	-13.63	-76.42							1935-01-15	15	1	1935	2481884	6066498	PRESERVED_SPECIMEN	LACM	Birds	84491				CC0_1_0		GARTH, J S		Native	2024-03-22T16:07:17.872Z		GEODETIC_DATUM_ASSUMED_WGS84
657141177	7a25f7aa-03fb-4322-aaeb-66719e1a9527	2e446a5c-cf6c-446b-893a-3b8bcb79e730	Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Leucocarbo	Leucocarbo bougainvillii		SPECIES	Phalacrocorax bougainvillii (Lesson, 1837)	Phalacrocorax bougainvillii		PE		Ica dept	PRESENT		493fe050-055d-11d8-b84f-b8a03c50a862	-13.63	-76.42							1935-01-15	15	1	1935	2481884	6066498	PRESERVED_SPECIMEN	LACM	Birds	84490				CC0_1_0		GARTH, J S		Native	2024-03-22T16:07:08.778Z		GEODETIC_DATUM_ASSUMED_WGS84
657106625	7a25f7aa-03fb-4322-aaeb-66719e1a9527	f52e5325-361f-47d4-8b4d-90c89a8b4795	Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Leucocarbo	Leucocarbo bougainvillii		SPECIES	Phalacrocorax bougainvillii (Lesson, 1837)	Phalacrocorax bougainvillii		PE		La libertad prov	PRESENT		493fe050-055d-11d8-b84f-b8a03c50a862	-8.55	-78.95							1938-02-13	13	2	1938	2481884	6066498	PRESERVED_SPECIMEN	LACM	Birds	50049	123			CC0_1_0		ASHCRAFT, G P		Native	2024-03-22T16:07:27.711Z		GEODETIC_DATUM_ASSUMED_WGS84
657106624	7a25f7aa-03fb-4322-aaeb-66719e1a9527	6acaf30e-0e68-4c1a-948b-ec4ca1e6da05	Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Leucocarbo	Leucocarbo bougainvillii		SPECIES	Phalacrocorax bougainvillii (Lesson, 1837)	Phalacrocorax bougainvillii		PE		Ica dept	PRESENT		493fe050-055d-11d8-b84f-b8a03c50a862	-13.65	-76.4							1938-02-11	11	2	1938	2481884	6066498	PRESERVED_SPECIMEN	LACM	Birds	50048	125			CC0_1_0		ASHCRAFT, G P		Native	2024-03-22T16:07:06.719Z		GEODETIC_DATUM_ASSUMED_WGS84
657106623	7a25f7aa-03fb-4322-aaeb-66719e1a9527	57cf7e41-6356-4d9d-ad87-fff660cad61e	Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Leucocarbo	Leucocarbo bougainvillii		SPECIES	Phalacrocorax bougainvillii (Lesson, 1837)	Phalacrocorax bougainvillii		PE		Ica dept	PRESENT		493fe050-055d-11d8-b84f-b8a03c50a862	-13.65	-76.4							1938-02-11	11	2	1938	2481884	6066498	PRESERVED_SPECIMEN	LACM	Birds	50047	124			CC0_1_0		ASHCRAFT, G P		Native	2024-03-22T16:07:12.987Z		GEODETIC_DATUM_ASSUMED_WGS84
657106622	7a25f7aa-03fb-4322-aaeb-66719e1a9527	5a0eb10c-3a77-418a-9dcc-e8701ed4b79b	Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Leucocarbo	Leucocarbo bougainvillii		SPECIES	Phalacrocorax bougainvillii (Lesson, 1837)	Phalacrocorax bougainvillii		PE		Ica dept	PRESENT		493fe050-055d-11d8-b84f-b8a03c50a862	-15.35	-75.17							1938-02-07	7	2	1938	2481884	6066498	PRESERVED_SPECIMEN	LACM	Birds	50046	122			CC0_1_0		ASHCRAFT, G P		Native	2024-03-22T16:07:04.930Z		GEODETIC_DATUM_ASSUMED_WGS84
46255009	84829fe4-f762-11e1-a439-00145eb45e9a	urn:catalog:LSUMZ:Birds:114065	Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Leucocarbo	Leucocarbo bougainvillii		SPECIES	Phalacrocorax bougainvillii (Lesson, 1837)	Phalacrocorax bougainvillii		PE	Lagunillas, S. side Paracas Peninsula	Ica	PRESENT		c361e830-181e-11da-9544-b8a03c50a862									1983-05-29	29	5	1983	2481884	6066498	PRESERVED_SPECIMEN	LSUMZ	Birds	114065				CC0_1_0		John P. O Neill			2024-03-22T22:20:57.801Z		
46254788	84829fe4-f762-11e1-a439-00145eb45e9a	urn:catalog:LSUMZ:Birds:111656	Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Leucocarbo	Leucocarbo bougainvillii		SPECIES	Phalacrocorax bougainvillii (Lesson, 1837)	Phalacrocorax bougainvillii		PE	Pacific coast between Pimental and Santa Rosa	Lambayeque	PRESENT		c361e830-181e-11da-9544-b8a03c50a862	-6.852194	-79.9192											2481884	6066498	PRESERVED_SPECIMEN	LSUMZ	Birds	111656				CC0_1_0		Morris D. Williams			2024-03-22T22:20:58.026Z		COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84
46254783	84829fe4-f762-11e1-a439-00145eb45e9a	urn:catalog:LSUMZ:Birds:111655	Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Leucocarbo	Leucocarbo bougainvillii		SPECIES	Phalacrocorax bougainvillii (Lesson, 1837)	Phalacrocorax bougainvillii		PE	Pacific coast between Pimental and Santa Rosa	Lambayeque	PRESENT		c361e830-181e-11da-9544-b8a03c50a862	-6.852194	-79.9192											2481884	6066498	PRESERVED_SPECIMEN	LSUMZ	Birds	111655				CC0_1_0		Morris D. Williams			2024-03-22T22:20:57.819Z		COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84
46254777	84829fe4-f762-11e1-a439-00145eb45e9a	urn:catalog:LSUMZ:Birds:111654	Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Leucocarbo	Leucocarbo bougainvillii		SPECIES	Phalacrocorax bougainvillii (Lesson, 1837)	Phalacrocorax bougainvillii		PE	Pacific coast between Pimental and Santa Rosa	Lambayeque	PRESENT		c361e830-181e-11da-9544-b8a03c50a862	-6.852194	-79.9192											2481884	6066498	PRESERVED_SPECIMEN	LSUMZ	Birds	111654				CC0_1_0		Morris D. Williams			2024-03-22T22:20:57.852Z		COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84
46254769	84829fe4-f762-11e1-a439-00145eb45e9a	urn:catalog:LSUMZ:Birds:111653	Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Leucocarbo	Leucocarbo bougainvillii		SPECIES	Phalacrocorax bougainvillii (Lesson, 1837)	Phalacrocorax bougainvillii		PE	Pacific coast between Pimental and Santa Rosa	Lambayeque	PRESENT		c361e830-181e-11da-9544-b8a03c50a862	-6.852194	-79.9192											2481884	6066498	PRESERVED_SPECIMEN	LSUMZ	Birds	111653				CC0_1_0		Morris D. Williams			2024-03-22T22:20:57.762Z		COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84
46254762	84829fe4-f762-11e1-a439-00145eb45e9a	urn:catalog:LSUMZ:Birds:111652	Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Leucocarbo	Leucocarbo bougainvillii		SPECIES	Phalacrocorax bougainvillii (Lesson, 1837)	Phalacrocorax bougainvillii		PE	Pacific coast between Pimental and Santa Rosa	Lambayeque	PRESENT		c361e830-181e-11da-9544-b8a03c50a862	-6.852194	-79.9192											2481884	6066498	PRESERVED_SPECIMEN	LSUMZ	Birds	111652				CC0_1_0		Morris D. Williams			2024-03-22T22:20:57.868Z		COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84
46254755	84829fe4-f762-11e1-a439-00145eb45e9a	urn:catalog:LSUMZ:Birds:111651	Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Leucocarbo	Leucocarbo bougainvillii		SPECIES	Phalacrocorax bougainvillii (Lesson, 1837)	Phalacrocorax bougainvillii		PE	Pacific coast between Pimental and Santa Rosa	Lambayeque	PRESENT		c361e830-181e-11da-9544-b8a03c50a862	-6.852194	-79.9192											2481884	6066498	PRESERVED_SPECIMEN	LSUMZ	Birds	111651				CC0_1_0		Morris D. Williams			2024-03-22T22:20:57.749Z		COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84
46254750	84829fe4-f762-11e1-a439-00145eb45e9a	urn:catalog:LSUMZ:Birds:111650	Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Leucocarbo	Leucocarbo bougainvillii		SPECIES	Phalacrocorax bougainvillii (Lesson, 1837)	Phalacrocorax bougainvillii		PE	Pacific coast between Pimental and Santa Rosa	Lambayeque	PRESENT		c361e830-181e-11da-9544-b8a03c50a862	-6.852194	-79.9192											2481884	6066498	PRESERVED_SPECIMEN	LSUMZ	Birds	111650				CC0_1_0		Morris D. Williams			2024-03-22T22:20:58.017Z		COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84
46254743	84829fe4-f762-11e1-a439-00145eb45e9a	urn:catalog:LSUMZ:Birds:111649	Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Leucocarbo	Leucocarbo bougainvillii		SPECIES	Phalacrocorax bougainvillii (Lesson, 1837)	Phalacrocorax bougainvillii		PE	Pacific coast between Pimental and Santa Rosa	Lambayeque	PRESENT		c361e830-181e-11da-9544-b8a03c50a862	-6.852194	-79.9192											2481884	6066498	PRESERVED_SPECIMEN	LSUMZ	Birds	111649				CC0_1_0		Morris D. Williams			2024-03-22T22:20:58.016Z		COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84
46254735	84829fe4-f762-11e1-a439-00145eb45e9a	urn:catalog:LSUMZ:Birds:111648	Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Leucocarbo	Leucocarbo bougainvillii		SPECIES	Phalacrocorax bougainvillii (Lesson, 1837)	Phalacrocorax bougainvillii		PE	Pacific coast between Pimental and Santa Rosa	Lambayeque	PRESENT		c361e830-181e-11da-9544-b8a03c50a862	-6.852194	-79.9192											2481884	6066498	PRESERVED_SPECIMEN	LSUMZ	Birds	111648				CC0_1_0		Morris D. Williams			2024-03-22T22:20:58Z		COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84
46253242	84829fe4-f762-11e1-a439-00145eb45e9a	urn:catalog:LSUMZ:Birds:86443	Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Leucocarbo	Leucocarbo bougainvillii		SPECIES	Phalacrocorax bougainvillii (Lesson, 1837)	Phalacrocorax bougainvillii		PE	Isla Mazorca	Lima	PRESENT		c361e830-181e-11da-9544-b8a03c50a862	-11.4167	-77.7167							1977-10-11	11	10	1977	2481884	6066498	PRESERVED_SPECIMEN	LSUMZ	Birds	86443				CC0_1_0					2024-03-22T22:20:57.486Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84
46252995	84829fe4-f762-11e1-a439-00145eb45e9a	urn:catalog:LSUMZ:Birds:65393	Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Leucocarbo	Leucocarbo bougainvillii		SPECIES	Phalacrocorax bougainvillii (Lesson, 1837)	Phalacrocorax bougainvillii		PE	70 km S Huarmey	Áncash	PRESENT		c361e830-181e-11da-9544-b8a03c50a862									1968-06-20	20	6	1968	2481884	6066498	PRESERVED_SPECIMEN	LSUMZ	Birds	65393				CC0_1_0		K. P. Able			2024-03-22T22:20:57.098Z		
46250859	84829fe4-f762-11e1-a439-00145eb45e9a	urn:catalog:LSUMZ:Birds:31224	Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Leucocarbo	Leucocarbo bougainvillii		SPECIES	Phalacrocorax bougainvillii (Lesson, 1837)	Phalacrocorax bougainvillii		PE	Lima, La Villa	Lima	PRESENT		c361e830-181e-11da-9544-b8a03c50a862									1963-08-18	18	8	1963	2481884	6066498	PRESERVED_SPECIMEN	LSUMZ	Birds	31224				CC0_1_0		John P. O Neill			2024-03-22T22:20:56.248Z		
46250502	84829fe4-f762-11e1-a439-00145eb45e9a	urn:catalog:LSUMZ:Birds:27681	Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Leucocarbo	Leucocarbo bougainvillii		SPECIES	Phalacrocorax bougainvillii (Lesson, 1837)	Phalacrocorax bougainvillii		PE	La Villa	Lima	PRESENT		c361e830-181e-11da-9544-b8a03c50a862									1961-07-16	16	7	1961	2481884	6066498	PRESERVED_SPECIMEN	LSUMZ	Birds	27681				CC0_1_0		John P. O Neill			2024-03-22T22:20:56.203Z		
4527271005	8658262c-f762-11e1-a439-00145eb45e9a	9AC6D1D3-C97D-624F-BADB-53A7DA9B5072	Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Leucocarbo	Leucocarbo bougainvillii		SPECIES	Phalacrocorax bougainvillii (Lesson, 1837)	Phalacrocorax bougainvillii		PE	INDEPENDENCE BAY	Ica	PRESENT		f9b67ad0-9c9b-11d9-b9db-b8a03c50a862									1931-03-17	17	3	1931	2481884	6066498	PRESERVED_SPECIMEN	ANSP	ANSP-ORN	104123				CC_BY_NC_4_0	Academy of Natural Sciences of Philadelphia of Drexel University	M. A. Carriker, Jr.			2024-02-29T11:52:12.802Z		COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
4527240608	8658262c-f762-11e1-a439-00145eb45e9a	EF0B0511-675D-D24C-925A-A89DC1F8F2A0	Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Leucocarbo	Leucocarbo bougainvillii		SPECIES	Phalacrocorax bougainvillii (Lesson, 1837)	Phalacrocorax bougainvillii		PE	Pisco	Ica	PRESENT		f9b67ad0-9c9b-11d9-b9db-b8a03c50a862									1931-02-25	25	2	1931	2481884	6066498	PRESERVED_SPECIMEN	ANSP	ANSP-ORN	104122				CC_BY_NC_4_0	Academy of Natural Sciences of Philadelphia of Drexel University	M. A. Carriker, Jr.			2024-02-29T11:52:13.703Z		COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
4527200079	8658262c-f762-11e1-a439-00145eb45e9a	75C4B045-A8EA-7C49-BD47-D804EFE0ACBF	Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Leucocarbo	Leucocarbo bougainvillii		SPECIES	Phalacrocorax bougainvillii (Lesson, 1837)	Phalacrocorax bougainvillii		PE	Pisco	Ica	PRESENT		f9b67ad0-9c9b-11d9-b9db-b8a03c50a862									1931-02-27	27	2	1931	2481884	6066498	PRESERVED_SPECIMEN	ANSP	ANSP-ORN	104121				CC_BY_NC_4_0	Academy of Natural Sciences of Philadelphia of Drexel University	M. A. Carriker, Jr.			2024-02-29T11:52:12.116Z		COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
3440800650	b84a3711-b4ca-4e4f-adac-80dfaea98d1c	http://tun.fi/MHU.3065060	Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Leucocarbo	Leucocarbo bougainvillii		SPECIES	Phalacrocorax bougainvillii (Lesson, 1837)			PE	Tinajones reservoir		PRESENT	50	04fd2e13-6881-4e5c-9dd1-8fdd9ab993c1									2007-09-10T00:00Z	10	9	2007	2481884	6066498	HUMAN_OBSERVATION			http://tun.fi/MHD.373096				CC_BY_4_0		Topp, Antero			2024-03-27T20:44:32.723Z		CONTINENT_DERIVED_FROM_COUNTRY
3440430225	b84a3711-b4ca-4e4f-adac-80dfaea98d1c	http://tun.fi/MHU.3949399	Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Leucocarbo	Leucocarbo bougainvillii		SPECIES	Phalacrocorax bougainvillii (Lesson, 1837)			PE	Lima		PRESENT		04fd2e13-6881-4e5c-9dd1-8fdd9ab993c1									2007-11-26T00:00Z	26	11	2007	2481884	6066498	HUMAN_OBSERVATION			http://tun.fi/MHD.409208				CC_BY_4_0		Topp, Antero			2024-03-27T20:45:40.178Z		CONTINENT_DERIVED_FROM_COUNTRY
3357456630	2fb0b491-a53a-40ee-98ef-d3e9a377c9b8	OCCU000541	Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Leucocarbo	Leucocarbo bougainvillii		SPECIES	Phalacrocorax bougainvillii (Lesson, 1837)	Phalacrocorax bougainvillii		PE	Punta La Metalera	Islay	PRESENT	50	e8eada63-4a33-44aa-b2fd-4f71efb222a0	-17.015319	-72.111692					21.0	0.0	2020			2020	2481884	6066498	HUMAN_OBSERVATION	MCNB	MCNB-Vilca-Taco et al-2021	541				CC_BY_NC_4_0		Marina Vilca			2024-01-26T12:34:22.253Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_MISMATCH;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3357456627	2fb0b491-a53a-40ee-98ef-d3e9a377c9b8	OCCU000542	Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Leucocarbo	Leucocarbo bougainvillii		SPECIES	Phalacrocorax bougainvillii (Lesson, 1837)	Phalacrocorax bougainvillii		PE	Punta La Metalera	Islay	PRESENT	1	e8eada63-4a33-44aa-b2fd-4f71efb222a0	-17.015319	-72.111692					21.0	0.0	2020			2020	2481884	6066498	HUMAN_OBSERVATION	MCNB	MCNB-Vilca-Taco et al-2021	542				CC_BY_NC_4_0		Marina Vilca			2024-01-26T12:34:22.244Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_MISMATCH;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3357456625	2fb0b491-a53a-40ee-98ef-d3e9a377c9b8	OCCU000543	Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Leucocarbo	Leucocarbo bougainvillii		SPECIES	Phalacrocorax bougainvillii (Lesson, 1837)	Phalacrocorax bougainvillii		PE	Punta La Metalera	Islay	ABSENT	0	e8eada63-4a33-44aa-b2fd-4f71efb222a0	-17.015319	-72.111692					21.0	0.0	2020			2020	2481884	6066498	HUMAN_OBSERVATION	MCNB	MCNB-Vilca-Taco et al-2021	543				CC_BY_NC_4_0		Enrique Mamani			2024-01-26T12:34:22.239Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_MISMATCH;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3357456622	2fb0b491-a53a-40ee-98ef-d3e9a377c9b8	OCCU000544	Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Leucocarbo	Leucocarbo bougainvillii		SPECIES	Phalacrocorax bougainvillii (Lesson, 1837)	Phalacrocorax bougainvillii		PE	Punta La Metalera	Islay	PRESENT	577	e8eada63-4a33-44aa-b2fd-4f71efb222a0	-17.014094	-72.112003					21.0	0.0					2481884	6066498	HUMAN_OBSERVATION	MCNB	MCNB-Vilca-Taco et al-2021	544				CC_BY_NC_4_0		Marina Vilca			2024-01-26T12:34:22.230Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_MISMATCH;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3357456619	2fb0b491-a53a-40ee-98ef-d3e9a377c9b8	OCCU000545	Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Leucocarbo	Leucocarbo bougainvillii		SPECIES	Phalacrocorax bougainvillii (Lesson, 1837)	Phalacrocorax bougainvillii		PE	Punta La Metalera	Islay	PRESENT	265	e8eada63-4a33-44aa-b2fd-4f71efb222a0	-17.014094	-72.112003					21.0	0.0					2481884	6066498	HUMAN_OBSERVATION	MCNB	MCNB-Vilca-Taco et al-2021	545				CC_BY_NC_4_0		Enrique Mamani			2024-01-26T12:34:22.222Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_MISMATCH;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3357456616	2fb0b491-a53a-40ee-98ef-d3e9a377c9b8	OCCU000546	Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Leucocarbo	Leucocarbo bougainvillii		SPECIES	Phalacrocorax bougainvillii (Lesson, 1837)	Phalacrocorax bougainvillii		PE	Punta La Metalera	Islay	PRESENT	4	e8eada63-4a33-44aa-b2fd-4f71efb222a0	-17.014094	-72.112003					21.0	0.0					2481884	6066498	HUMAN_OBSERVATION	MCNB	MCNB-Vilca-Taco et al-2021	546				CC_BY_NC_4_0		Enrique Mamani			2024-01-26T12:34:22.212Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_MISMATCH;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3357456606	2fb0b491-a53a-40ee-98ef-d3e9a377c9b8	OCCU000540	Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Leucocarbo	Leucocarbo bougainvillii		SPECIES	Phalacrocorax bougainvillii (Lesson, 1837)	Phalacrocorax bougainvillii		PE	Punta La Metalera	Islay	PRESENT	230	e8eada63-4a33-44aa-b2fd-4f71efb222a0	-17.015319	-72.111692					21.0	0.0	2020			2020	2481884	6066498	HUMAN_OBSERVATION	MCNB	MCNB-Vilca-Taco et al-2021	540				CC_BY_NC_4_0		Marina Vilca			2024-01-26T12:34:22.183Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_MISMATCH;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3357456362	2fb0b491-a53a-40ee-98ef-d3e9a377c9b8	OCCU000538	Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Leucocarbo	Leucocarbo bougainvillii		SPECIES	Phalacrocorax bougainvillii (Lesson, 1837)	Phalacrocorax bougainvillii		PE	Punta La Metalera	Islay	PRESENT	4	e8eada63-4a33-44aa-b2fd-4f71efb222a0	-17.015319	-72.111692					21.0	0.0	2020			2020	2481884	6066498	HUMAN_OBSERVATION	MCNB	MCNB-Vilca-Taco et al-2021	538				CC_BY_NC_4_0		Enrique Mamani;Marina Vilca			2024-01-26T12:34:21.181Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_MISMATCH;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3357456361	2fb0b491-a53a-40ee-98ef-d3e9a377c9b8	OCCU000539	Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Leucocarbo	Leucocarbo bougainvillii		SPECIES	Phalacrocorax bougainvillii (Lesson, 1837)	Phalacrocorax bougainvillii		PE	Punta La Metalera	Islay	PRESENT	5	e8eada63-4a33-44aa-b2fd-4f71efb222a0	-17.015319	-72.111692					21.0	0.0	2020			2020	2481884	6066498	HUMAN_OBSERVATION	MCNB	MCNB-Vilca-Taco et al-2021	539				CC_BY_NC_4_0		Enrique Mamani;Marina Vilca			2024-01-26T12:34:21.178Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_MISMATCH;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
2872883449	66df9620-115a-4794-be25-3a5b99786b1d	05ddf8fa-10b1-11e7-9428-9e88cf78e826	Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Leucocarbo	Leucocarbo bougainvillii		SPECIES	Phalacrocorax bougainvillii (Lesson, 1837)	PHALACROCORAX BOUGAINVILLII		PE	PUNTA SAN JUAN	Ica department	PRESENT		8483a1f0-1032-11db-ae00-b8a03c50a862									1983-04-20	20	4	1983	2481884	6066498	PRESERVED_SPECIMEN	UF	Birds	36617				CC_BY_NC_4_0		HAYS, COPPELIA			2024-03-25T04:01:51.603Z		INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
2872867638	66df9620-115a-4794-be25-3a5b99786b1d	04c236c3-10b1-11e7-9428-9e88cf78e826	Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Leucocarbo	Leucocarbo bougainvillii		SPECIES	Phalacrocorax bougainvillii (Lesson, 1837)	PHALACROCORAX BOUGAINVILLII		PE	PISCO	Ica department	PRESENT		8483a1f0-1032-11db-ae00-b8a03c50a862													2481884	6066498	PRESERVED_SPECIMEN	UF	Birds	22832				CC_BY_NC_4_0		PRITCHARD, PETER			2024-03-25T04:01:47.988Z		RECORDED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
2872865064	66df9620-115a-4794-be25-3a5b99786b1d	04c23292-10b1-11e7-9428-9e88cf78e826	Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Leucocarbo	Leucocarbo bougainvillii		SPECIES	Phalacrocorax bougainvillii (Lesson, 1837)	PHALACROCORAX BOUGAINVILLII		PE	PLAYA DE HERRADURA, NEAR MIRAFLORES	Lima department	PRESENT		8483a1f0-1032-11db-ae00-b8a03c50a862									1967-07-15	15	7	1967	2481884	6066498	PRESERVED_SPECIMEN	UF	Birds	22831				CC_BY_NC_4_0		BRODKORB, PIERCE			2024-03-25T04:01:47.469Z		INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
